,name,img,description,tags,Cronologia,Materiale e Tecnica,Dimensioni,Collocazione,Inventario,Stato di conservazione,Acquisizione,Ambito Culturale,Specifiche di reperimento,Osservazioni,Dati di scavo,Autore,Dritto,Rovescio,Notizie storico-critiche,Zecca,Url,museumName,Altezza,Diametro,Larghezza,Lunghezza,Profondità,Spessore
277,"Bucrani e ghirlande, iscrizione Thàllis",https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108863.jpg?itok=GPeJys0W,Ara funeraria cilindrica in marmo greco delle isole. ,"['Ara cilindrica', ' funeraria']","Età romana, inizio sec.",Marmo greco delle isole / scultura a bassorilievo e incisione,Altezza: 39 cm Diametro: 29 cm,Museo Archeologicosala VIII,617,Integro,,Ambito greco,"L'ara funeraria proviene da Rodi, fu donata al Museo nel 1926 dalla Sign.ra Bona Maria Favaro, ved. Appiani.","Si segnala come nell'Inventario della raccolta lapidaria del Museo (Catalogo Illustrato del Lapidario dal 1897 al 1927), oltre al numero di inventario 617 è apposto in rosso, tra parentesi, il numero 111555, probabilmente numero d'ingresso con cui si identifica il pezzo nell'elenco della Biblioteca Civica.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/erme-rilievi/bucrani-ghirlande-iscrizione-thallis,museo-archeologico,39,29,0.0,0,0,0
278,Tre menadi danzanti,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108857.jpg?itok=hMNeiJMs,"Ara funeraria cilindrica in trachite, con ampia cavità circolare ricavata sulla faccia superiore e finalizzata alla deposizione delle ceneri. ","['Ara cilindrica', ' funeraria']","II secolo d.C., prima metà sec.","Trachite, scultura a bassorilievo e incisione",Altezza: 50 cm Diametro: 45 cm,Museo Archeologicosala VIII; settore 3,248B,Mutilo,,"Ambito romano, produzione locale","Provenienza sconosciuta. Visto che si ipotizza una provenienza da Padova per l'ara cilindrica votiva (Inv. nr. 248A) e che si suppone una derivazione comune delle due are, è possibile che anche quest'ara provenga da Padova.","Come precisa la Ghedini, il tipo di materiale e di monumento, la scelta del soggetto, lo stile del rilievo e la disposizione delle figure giustificano un accostamento tra quest'ara funeraria e l'ara votiva (Inv. nr. 248A), ma non nel senso che costituissero un unico monumento, come venne supposto inizialmente, tanto che le due are vennero disposte l'una (248A) sull'altra (248B) all'interno del lapidario,quanto, piuttosto, supponendo per entrambe la provenienza dalla stessa bottega, e forse anche dalla stessa mano. N.B. Il fatto che le due are qui menzionate siano state inizialmente considerate parte del medesimo monumento spinse i primi studiosi ad attribuire ai due pezzi lo stesso numero di inventario (248), come risulta all'interno dell'Inventario della raccolta lapidaria del Museo (Catalogo Illustrato del Lapidario dal 1897 al 1927). Al fine di ben distinguere i due pezzi si è deciso, in questa sede, di nominare le due are rispettivamente 248A e 248B.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/erme-rilievi/tre-menadi-danzanti-0,museo-archeologico,50,45,0.0,0,0,0
279,Scena di sacrificio,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108641.jpg?itok=cfY3aWep,"Ara cilindrica votiva in marmo di Carrara, del tipo a fusto liscio. ","['Ara cilindrica', ' votiva']","I secolo a.C. - I secolo d.C., fine/inizio sec.",Marmo / scultura a bassorilievo e incisione,Altezza: 68 cm Diametro: 49 cm,Museo Archeologicosala VIII; settore 2,669,Mutilo,,"Ambito romano, produzione locale",,"Si tratta di un oggetto della produzione artigianale colta, non soltanto per il materiale utilizzato (marmo anziché calcare locale), ma soprattuto per il linguaggio formale adottato, che si esprime nella ricercatezza della composizione, nell'iconografia delle figure, evidentemente desunte da cartoni, ma rese con certa plastica morbidezza e gusto naturalistico. 
Braccesi e Veronese, pur non istituendo una correlazione tra l'ara votiva in esame e il fregio architettonico (Inv. n. 841) rinvenuto nella medesima area, ritengono che entrambi suggeriscano l'esistenza di spazi sacri importanti, cui si confarrebbero l'uso del marmo e la resa tecnico-formale dei due pezzi.
ll pezzo è stato inventariato all'interno del Catalogo Illustrato del Lapidario dal 1929 al 1978 (II Volume contenente nn. inv. da 620 a 950).","Scavi di Piazza Cavour Agosto 1927L'ara fu rinvenuta a Padova nell'agosto 1927 durante gli scavi in Piazza Cavour, alla profondità di m 6,50.",,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/erme-rilievi/scena-sacrificio-0,museo-archeologico,68,49,0.0,0,0,0
280,Satiro,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108869.jpg?itok=HBP6fGeI,"Pilastrino con erma bifronte, ricavato da un unico blocco di granito. ","['Scultura/statuaria', ' pilastrino ']",I sec. d.C. sec.,Granito / scultura e incisione senza uso del trapano,"Altezza: 47,8 cm Larghezza: 13,7 cm Spessore: 14 cm Larghezza e spessore si riferiscono alla base; sul fusto corrispondono rispettivamente a cm 11,7 e cm 12.",Museo Archeologicosala VIII; settore 5,842,Parzialmente ricomposto,,Ambito romano,,"Per quanto riguarda la destinazione d'uso dell'oggetto, F. Ghedini, escludendo fosse un'erma trapezofora o il sostegno di una statua, sembra condividere l'ipotesi di V. Galiazzo secondo cui il pilastrino costituisse un elemento del parapetto del ponte di S. Matteo. La presenza dei due fori laterali, forse funzionali all'appoggio di elementi di raccordo, confermerebbe tale teoria e, se così fosse, anche il piccolo foro sulla sommità e gli incassi che si vedono sui lati, all'altezzSa della fronte del satiro, sarebbero potuti servire a fissare qualche altro elemento di parapetto. 
ll pezzo è stato inventariato all'interno del Catalogo Illustrato del Lapidario dal 1929 al 1978 (II Volume contenente nn. inv. da 620 a 950).",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/erme-rilievi/satiro,museo-archeologico,47,0,13.0,0,0,14
281,Hermes,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108872.jpg?itok=VN4MLmFM,"Erma in marmo, posteriormente piana.","['Scultura/statuaria', ' erma']",Tra il 69 d.C. e il 79 d.C.,Marmo / scultura e incisione senza uso del trapano,"Altezza: 14,8 cm Larghezza: 10 cm Spessore: 7,5 cm Si riporta anche l'altezza massima della testa, dalla estremità della barba alla sommità del capo: cm 13,8.",Museo Archeologicosala VIII; settore 5,843,Mutilo,,"Ambito romano, da prototipo classico greco",,"Circa la destinazione d'uso dell'erma, la presenza di un piccolo foro alla sommità del capo e di uno sulla base fa supporre ci fossero altri elementi cui l'erma era collegata e la superficie posteriore piana, con patina antica, suggerisce l'esistenza di un appoggio. Questi elementi, uniti alle dimensioni, indurrebbero a ricollegarla alle erme trapezoforo, ma l'eleganza e la cura della forma fanno dubitare di tale ipotesi. L'erma infatti è un buon esempio di artigianato colto, in grado di copiare minuziosamente, pur senza grande forza espressiva, i modelli della grande tradizione classica (si veda anche Inv. nr. 366).
ll pezzo è stato inventariato all'interno del Catalogo Illustrato del Lapidario dal 1929 al 1978 (II Volume contenente nn. inv. da 620 a 950).","Scavi in via Codalunga/L'erma proviene da Padova, dagli scavi in via Codalunga.",,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/erme-rilievi/hermes,museo-archeologico,14,0,10.0,0,0,7
282,Dioniso,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108873.jpg?itok=_1GBbVQE,"Erma in marmo, accuratamente lisciata sul retro. ","['Scultura/statuaria', ' erma']","II secolo d.C., prima metà sec.","Marmo / scultura e incisione, con uso di trapano corrente e scalpello","Altezza: 14,9 cm Larghezza: 11 cm Spessore: 6,5 cm",Museo Archeologicosala VIII; settore 5,844,Mutilo,,"Ambito romano, da prototipo greco",Nel Catalogo Illustrato del Lapidario viene indicata la provenienza da viale Codalunga.,"La superficie posteriore lisciata lascia supporre che l'erma fosse appoggiata ad una superficie piana, con funzione decorativa, connessa ad altri elementi.
F. Ghedini afferma come il cospicuo numero di erme presenti a Padova possa forse giustificarsi con l'esistenza in loco di un tempio, fatto erigere da M. Junius Sabinus, con la facciata tutta decorata di teste caprine e di erme marmoree. Senza supporre che le erme appartenessero a quel tempio, la studiosa ipotizza che tale monumento abbia condizionato il gusto dei patavini, orientandolo all'uso ripetuto di erme con varia funzione.
ll pezzo è stato inventariato all'interno del Catalogo Illustrato del Lapidario dal 1929 al 1978 (II Volume contenente nn. inv. da 620 a 950).",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/erme-rilievi/dioniso,museo-archeologico,14,0,11.0,0,0,6
283,Fauno,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108861.jpg?itok=AkEon3_S,"Erma in marmo rosso, lisciata sul retro.","['Scultura/statuaria', ' erma']","II secolo d.C. (epoca traianea o adrianea), prima metà sec.","Marmo rosso / scultura e incisione, con uso di trapano corrente e scalpello","Altezza: 20 cm Larghezza: 10,8 cm Spessore: 8,00 cm",Museo Archeologicosala VIII; settore 5,366,Mutilo,,"Ambito romano, da prototipo ellenistico",L'erma da scavi in via Codalunga a Padova.,"La parte posteriore piana fa supporre che l'erma fosse appoggiata ad una parete o, comunque, ad una superficie. Come l'erma di Hermes (Inv. nr. 843), anche l'erma di fauno è un interessante esempio di arte colta, documentata a Padova anche da altri pezzi.
Tale reperto non è stato individuato all'interno dell'Inventario della Raccolta lapidaria del Museo (Catalogo Illustrato del Lapidario). Al numero 366 dell'Inventario corrisponde, infatti, un disco con iscrizione di XV secolo.",Scavi di via Codalunga/,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/erme-rilievi/fauno,museo-archeologico,20,0,10.0,0,0,8
284,Dioniso imberbe e barbato,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108878.jpg?itok=Ljl1Adh1,Erma doppia in marmo. ,"['Scultura/statuaria', ' erma bifronte']","II sec. d.C., seconda metà sec.","Marmo / scultura e incisione, con uso di trapano corrente e scalpello","Altezza: 13 cm Larghezza: 8,3 cm Spessore: 9,00 cm L'altezza fornita è dalla punta della barba ala frattura. Dal mento alla frattura è invece pari a cm 10.",Museo Archeologicosala VIII; settore 5,845,Parzialmente ricomposto,,"Ambito romano, da prototipo greco",Nel Catalogo Illustrato del Lapidario viene indicata la provenienza da Viale Codalunga.,"L'uso di contrapporre una testa imberbe ad una barbate è assai antico e deriva dalla sostituzione di una delle due teste barbate di Hermes, distinte inizialmente solo dall'uso del colore, con una testa giovanile imberbe.
Lo stato di conservazione dell'erma non permette di chiarirne la funzione.
ll pezzo è stato inventariato all'interno del Catalogo Illustrato del Lapidario dal 1929 al 1978 (II Volume contenente nn. inv. da 620 a 950).",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/erme-rilievi/dioniso-imberbe-barbato,museo-archeologico,13,0,8.0,0,0,9
285,Pan,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108882.jpg?itok=2griRpV0,"Erma in calcare, dalla superficie posteriore piana.","['Scultura/statuaria', ' Erma']","II secolo d.C., seconda metà sec.","Calcare / scultura e incisione, con uso di trapano corrente e scalpello","Altezza: 13,5 cm Larghezza: 6 cm Spessore: 6,00 cm Si riporta anche l'altezza dal mento all'apice del capo, pari a cm 10.",Museo Archeologicosala VIII; settore 5,Ingr. 111927,Mutilo,,Ambito romano,,"La parte posteriore piana della scultura induce a ritenere che essa fosse concepita in connessione con altri elementi, probabilmente con funzione decorativa.","Scavi di via Cesare Battisti1924 L'erma fu rinvenuta nel 1924 a Padova, durante gli scavi di via Cesare Battisti, accanto al busto di Sileno (Inv. nr. 111922).",,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/erme-rilievi/pan,museo-archeologico,13,0,6.0,0,0,6
286,Dioniso e satiro,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108901.jpg?itok=m-CdRrfh,Erma doppia in marmo. ,"['Scultura/statuaria', ' erma bifronte']","II-III secolo d.C., fine/inizio sec.","Marmo / scultura e incisione, con uso di trapano corrente e scalpello","Altezza: 14,8 cm Larghezza: 9 cm Spessore: 10,00 cm Le misure si riferiscono ad altezza e larghezza massima alla base. L'altezza massima della testa imberbe, dal mento all'apice del capo è di cm 8,3; l'altezza massima della testa barbata dall'estremità della barba all'apice del capo è di cm 10,8",Museo Archeologicosala VIII; settore 5,846,Mutilo,,Ambito romano,Nel Catalogo Illustrato del Lapidario viene indicata la provenienza da viale Codalunga.,"L'erma rientra nel tipo che contrappone a una testa barbata di Dioniso una testa imberbe di satiro, in una formulazione molto diffusa nel mondo romano. Il significato originario di tali erme doveva essere forse apotropaico, tuttavia tale significato fu poi perduto e l'erma si ridusse ad una funzione decorativa e insieme funzionale, nei sostegni di tavole e statue, oppure meramente ornamentale, come risulta, forse, per questo esemplare.
ll pezzo è stato inventariato all'interno del Catalogo Illustrato del Lapidario dal 1929 al 1978 (II Volume contenente nn. inv. da 620 a 950).",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/erme-rilievi/dioniso-satiro,museo-archeologico,14,0,9.0,0,0,10
287,Testa femminile,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108850.jpg?itok=5MDyZRSN,"Frammento di stele funeraria in marmo greco, di dimensioni piuttosto ridotte.","['Stele', ' funeraria']","IV secolo a.C., metà sec.",Marmo greco / scultura ad altorilievo e incisione,"Altezza: 24 cm Larghezza: 21 cm Spessore: 15,00 cm L'altezza dalla testa è pari a cm 12,5.",Museo Archeologicosala VIII; settore 1,138,Mutilo,,"Ambito greco, Attica",La provenienza del pezzo è sconosciuta.,"Per quanto riguarda la destinazione del pezzo, la Ghedini appoggia l'ipotesi del Marconi secondo cui il frammento dovesse appartenere ad una stele funeraria greca. Indizi in tal senso sarebbero sia l'espressione intonata da un profondo senso di meditazione introspettiva, sia l'acconciatura coi capelli sciolti, forse in segno di lutto, che trova interessanti confronti con stele funerarie attiche. La Ghedini ritiene, in particolare, che tale pezzo sia l'opera di uno scultore di non modeste capacità artistiche, attivo ad Atene verso la metà del IV secolo a.C.
Tale reperto non è stato individuato all'interno dell'Inventario della Raccolta lapidaria del Museo (Catalogo Illustrato del Lapidario). Al numero 138 dell'Inventario corrisponde, infatti, un capitello corinzio.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/erme-rilievi/testa-femminile,museo-archeologico,24,0,21.0,0,0,15
288,Doroteo e Nice,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108422.jpg?itok=Wv4D4ttp,"Stele funeraria di Doroteo e Nice, in marmo greco (nell'Inventario della raccolta lapidaria del museo si parla di marmo pario).","['Stele', ' funeraria']","I secolo d.C., prima metà sec.",Marmo greco / scultura a bassorilievo e incisione,"Altezza: 185 cm Larghezza: 75 cm Spessore: 14,5 cm",Museo Archeologicosala VIII; settore 1,10,Mutilo,,"Ambito greco, Attica",La provenienza è sconosciuta. Essa si trovava murata nella facciata della casa Bassani a S. Giovanni in Padova.,"Il tipo di figura panneggiata femminile che si riscontra nell'iconografia di Nice, sorto molto probabilmente nell'arte figurativa greca del periodo classico, fu ripreso in età ellenistica e ripetuto con notevole frequenza, seppur con lievi varianti, su statue e rilievi di età romana, anche d'ambito funerario. L'acconciatura di Nice è semplice e sobria, e comunissima nei ritratti femminili delle stele attiche del I sec. d.C.: i capelli sono spartiti in mezzo alla fronte e ordinatamente raccolti in un nodo molto basso, che scende sulle spalle, salvo una ciocca che forma un ricciolino sulla guancia. La stele manifesta la mano di un artigiano di non altissime qualità artistiche, non privo però di gusto compositivo ed educato ai valori classici.
La stele è stata inventariata all'interno del Catalogo Illustrato del Lapidario dal 1897 al 1927.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/erme-rilievi/doroteo-nice,museo-archeologico,185,0,75.0,0,0,14
289,Scultore,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108720.jpg?itok=wlK8DhF-,"Gemma di forma ovoidale, fronte convessa, con figura virile in posizione centrale.","['Gemma antica', ' Scene di vita quotidiana']",I secolo a.C. sec.,Corniola / incisione,"Altezza: 12 mm Larghezza: 11 mm Spessore: 3,5 mm",Museo ArcheologicoXVIII,NS1/263,Integro,,Ambito romano,Vecchio fondo Museo - Provenienza sconosciuta,"Lo schema iconografico dell'artigiano al lavoro è abbastanza frequente nelle raffigurazioni di questo tema, e trova confronti, tra gli altri, con incisioni su gemme di provenienza aquileiese (cfr. SENA CHIESA 1966).",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/glittica/scultore,museo-archeologico,12,0,11.0,0,0,3
290,Testa di moro,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108693.jpg?itok=RHzF5HI4,Cammeo conformato a ritratto virile.,"['Gemma moderna', ' Teste classiche']",XVIII secolo sec.,Onice e sardonica / incisione,Altezza: 5 mm Larghezza: 5 mm,Museo ArcheologicoXVIII,57a/342,Integro,,Periodo moderno,Donazione Piazza 1856,"La gemma è incastonata con altre due (inv. 57b/342 registro centrale; inv. 57c/247 registro inferiore) nel registro superiore di un anello in oro di bassa caratura, cd. ""Figaro"", datato alla fine del XVIII-inizi XIX secolo.
La gemma è segnalata nell'inventario conservato presso il deposito del Museo Archeologico con il numero di inventario 57",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/glittica/testa-moro,museo-archeologico,5,0,5.0,0,0,0
291,Capraio,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108722.jpg?itok=5AREKyDj,Gemma di forma ovale e colore rosso con scena bucolica in posizione centrale.,"['Gemma moderna', ' Scene di vita quotidiana']","XVIII-XIX secolo, fine/inizio sec.",Diaspro rosso / incisione,Altezza: 14 mm Larghezza: 12 mm,Museo ArcheologicoXVIII,32/260,Integro,,Periodo moderno,Raccolta Piazza 1856,"La gemma è montata su un ""anello da collezionista"" in oro di bassa caratura datato alla fine del XVIII-inizi XIX secolo. 
Il soggetto qui raffigurato si rifà alle scene bucoliche molto frequenti in età tardo-ellenistica, e trova confronti con un'incisione su una gemma di provenienza aquileiese (cfr. SENA CHIESA 1966). 
La gemma è segnalata nell'inventario conservato presso il deposito del Museo Archeologico con un altro numero di inventario: 31",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/glittica/capraio,museo-archeologico,14,0,12.0,0,0,0
292,Caduceo e iscrizione,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108761.jpg?itok=X9SHTsoV,Gemma di forma ovale e colore blu con figura simbolica in posizione centrale. ,"['Gemma antica', ' Simboli e iscrizioni']",I-II secolo d.C. sec.,Diaspro blu scuro / incisione,"Altezza: 9,8 mm Larghezza: 12,2 mm Spessore: 2 mm",Museo ArcheologicoXVIII,93/281,Integro,,Ambito romano,Donazione Piazza 1856,L'intaglio è realizzato con particolare precisione.,,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/glittica/caduceo-iscrizione,museo-archeologico,9,0,12.0,0,0,2
293,Giove,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108660.jpg?itok=dR2gfrPA,Gemma ovale di colore grigio con figura virile centrale.,"['Gemma antica', ' Divinità e mitologia']",I-II secolo d.C. sec.,Calcedonio bianco / incisione,Altezza: 13 mm Larghezza: 10 mm Spessore: 5 mm,Museo ArcheologicoXVIII,71/236,Integro,,Ambito romano,Donazione Piazza 1856,,,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/glittica/giove,museo-archeologico,13,0,10.0,0,0,5
294,Testa di moro,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108697.jpg?itok=3Nk1DcP_,Cammeo conformato a ritratto virile.,"['Gemma moderna', ' Teste classiche']",XVIII secolo sec.,Onice e sardonica / incisione,Altezza: 5 mm Larghezza: 5 mm,Museo ArcheologicoXVIII,57b/342,Integro,,Periodo moderno,Donazione Piazza 1856,"La gemma è incastonata con altre due (inv. 57a/342 registro superiore; inv. 57c/247 registro inferiore) nel registro centrale di un anello in oro di bassa caratura, cd. ""Figaro"", datato alla fine del XVIII-inizi XIX secolo.
La gemma è segnalata nell'inventario conservato presso il deposito del Museo Archeologico con il numero di inventario 57",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/glittica/testa-moro-0,museo-archeologico,5,0,5.0,0,0,0
295,Attore o drammaturgo con maschera,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108723.jpg?itok=0_SB0OY0,Gemma di forma ovale e colore rosso con figura virile in posizione centrale.,"['Gemma antica', ' Scene di vita quotidiana']",II secolo d.C sec.,Diaspro rosso / incisione,"Altezza: 13,5 mm Larghezza: 11 mm Spessore: 2,5 mm",Museo ArcheologicoXVIII,135/264,Intero,,Ambito romano,Donazione Piazza 1856,,,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/glittica/attore-o-drammaturgo-maschera,museo-archeologico,13,0,11.0,0,0,2
296,Faretra e iscrizione,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108762.jpg?itok=hTpd4eCc,Gemma di forma ovale e colore rosso con figura simbolica in posizione centrale.,"['Gemma antica', ' Simboli e iscrizioni']",II-III secolo d.C. sec.,Diaspro rosso doppio / incisione,"Altezza: 9,5 mm Larghezza: 12,8 mm Spessore: 2 mm",Museo ArcheologicoXVIII,97/282,Intero,,Ambito romano,Donazione Piazza 1856,"Il soggetto della faretra, attributo canonico di Artemide-Diana, fa suggerire che la gemma fosse di proprietà di un contadino o di un cacciatore.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/glittica/faretra-iscrizione,museo-archeologico,9,0,12.0,0,0,2
297,Giove Serapide,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108661.jpg?itok=a_v20Fi7,"Gemma di forma ovoidale, biconvessa, con ritratto virile in posizione centrale.","['Gemma antica', ' Divinità e mitologia']",I secolo a.C. - I secolo d.C. sec.,Quarzo ametistato / incisione,"Altezza: 15,2 mm Larghezza: 13 mm Spessore: 6 mm",Museo ArcheologicoXVIII,53/237,Integro,,Ambito romano,Donazione Piazza 1856,"La divinità di Giove Serapide, che associa la divinità egizia degli inferi con Giove, si diffonde nel II sec. a.C. nell'Italia meridionale su influsso ellenistico.  In età imperiale si estende a tutta la penisola. Viene particolarmente venerata come divinità salutifera.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/glittica/giove-serapide,museo-archeologico,15,0,13.0,0,0,6
298,Testa di Cupido,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108701.jpg?itok=3QdqyxgG,Cammeo conformato a ritratto virile.,"['Gemma antica', ' Divinità e mitologia']",I-II secolo d.C. sec.,Plasma / incisione,Altezza: 10 mm Larghezza: 10 mm Spessore: 5 mm,Museo ArcheologicoXVIII,57c/247,Integro,,Ambito romano,Donazione Piazza 1856,"La gemma è incastonata con altre due (inv. 57a/342 registro superiore; inv. 57b/342 registro centrale) nel registro inferiore di un anello in oro di bassa caratura, cd. ""Figaro"", datato alla fine del XVIII-inizi XIX secolo.
La gemma è segnalata nell'inventario conservato presso il deposito del Museo Archeologico con il numero di inventario 57",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/glittica/testa-cupido,museo-archeologico,10,0,10.0,0,0,5
299,Scena di matrimonio,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108724.jpg?itok=I3-4XRHZ,"Gemma di forma ovoidale, fronte convessa, e colore viola con scena matrimoniale in posizione centrale.","['Gemma antica', ' Scene di vita quotidiana']","I-II secolo d.C., fine/inizio sec.",Ametista / incisione,"Altezza: 10,5 mm Larghezza: 8,5 mm Spessore: 9,5 mm",Museo ArcheologicoXVIII,112/265,Intero,,Ambito romano,Donazione Piazza 1856,Il tema iconografico fa ipotizzare che questa gemma fosse destinata ad essere incastonata in un anello nuziale. Lo schema iconografico con il motivo della spiga di grano fra i due personaggi trova confronti con incisioni su gemme di provenienza aquileiese (cfr. SENA CHIESA 1966).,,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/glittica/scena-matrimonio,museo-archeologico,10,0,8.0,0,0,9
300,Anello e simboli,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108770.jpg?itok=Dyt_JpNQ,Gemma di forma esagonale e colore arancio con associazione di simboli apotropaica in posizione centrale.,"['Gemma antica', ' Simboli e iscrizioni']",I-II secolo d.C. sec.,Corniola / incisione,Altezza: 10 mm Larghezza: 10 mm Spessore: 2 mm,Museo ArcheologicoXVIII,47/283,Integro,,Ambito romano,Donazione Piazza 1856,"La gemma è montata su un ""anello da collezionista"" in oro di bassa caratura datato alla fine del XVIII - inizi XIX secolo. 
Il tema iconografico dell'anello circondato da simboli ricorre spesso su gemme romane, e trova confronti, tra gli altri, con un'incisione su una gemma di provenienza aquileiese (cfr. SENA CHIESA 1966). Si tratta di un tipo non derivato da repertori ellenistici ma formatosi in ambiente romano. Talvolta si trova riprodotto al di sopra del busto di Ottaviano a simboleggiare il passaggio del sigillo di Cesare a Ottaviano come suo erede.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/glittica/anello-simboli,museo-archeologico,10,0,10.0,0,0,2
301,Giove Serapide,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108662.jpg?itok=3GbRWZ1C,Gemma di forma ovale e colore rosso con ritratto virile in posizione centrale. ,"['Gemma antica', ' Divinità e mitologia']",II secolo d.C sec.,Diaspro rosso / incisione,"Altezza: 12,5 mm Larghezza: 10 mm Spessore: 2 mm",Museo ArcheologicoXVIII,70/238,Integro,,Ambito romano,Donazione Piazza 1856,"La divinità di Giove Serapide, che associa la divinità egizia degli inferi con Giove, si diffonde nel II sec. a.C. nell'Italia meridionale su influsso ellenistico.  In età imperiale si estende a tutta la penisola. Viene particolarmente venerata come divinità salutifera.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/glittica/giove-serapide-0,museo-archeologico,12,0,10.0,0,0,2
302,Due Cupidi in lotta,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108705.jpg?itok=_dy2vNDr,Cammeo di forma ovale fortemente danneggiato con scena di lotta in posizione centrale.,"['Gemma antica', ' Divinità e mitologia']",II-III secolo d.C. sec.,"Sardonica a tre strati, avorio, marrone su base nera / incisione",Altezza: 13 mm Larghezza: 12 mm Spessore: 2 mm,Museo ArcheologicoXVIII,118/248,Mutilo,,Ambito romano,Donazione Piazza 1856,"Il tema dei due Cupidi in lotta, simboleggianti Eros, l'amore felice, e Anteros, l'amore infelice, è un motivo caro all'arte classica e frequentemente proposto come soggetto sulle gemme. Tra gli altri, il tema iconografico trova confronti con incisioni su gemme di provenienza aquileiese (SENA CHIESA 1966).",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/glittica/due-cupidi-lotta,museo-archeologico,13,0,12.0,0,0,2
303,Testa di toro,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108736.jpg?itok=WF-2Tb58,"Gemma di forma ovoidale, biconvessa, e di colore giallo con testa di animale in posizione centrale.","['Gemma antica', ' Animali', ' una combinazione', ' piante e oggetti inanimati']",I secolo a.C. sec.,Citrino / incisione,Altezza: 10 mm Larghezza: 8 mm Spessore: 4 mm,Museo ArcheologicoXVIII,123/266,Intero,,Ambito romano,Donazione Piazza 1856,"Sulla base del significato simbolico del soggetto, si ipotizza che la pietra fosse incastonata nell'anello di un sacerdote.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/glittica/testa-toro,museo-archeologico,10,0,8.0,0,0,4
